Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
81.509,S,81.509,0.7828596,0,0.3666647,0,0,44.54103,44.6209,0,79.30674,105.5946,4.323663,2.10922094431165,0.0229521453524333,-2.10909606015152,862.501168072286,-860.653338110472,56.4278010592494,-86.24883,-86.24883,8204.303,9841.855
81.519,S,81.519,0.7828339,0,0.3666634,0,0,44.54103,44.63464,0,79.30674,105.5946,4.323663,2.10921755334699,0.0328835015123437,-2.1089612046397,862.499460571424,-860.653009275464,56.4067114476744,-86.25023,-86.25023,8195.696,9842.42
81.52901,S,81.52901,0.7828084,0,0.3666621,0,0,44.54103,44.64835,0,79.30674,105.5946,4.323663,2.10925913857537,0.0427906774817745,-2.10882504527625,862.497654723068,-860.652581368699,56.385623197693,-86.25163,-86.25163,8187.09,9842.983
81.53901,S,81.53901,0.7827826,0,0.3666607,0,0,44.54103,44.66209,0,79.30674,105.5946,4.323663,2.10934774723893,0.0527097302396163,-2.10868907217731,862.495750408234,-860.652054271408,56.3645363074426,-86.25302,-86.25302,8178.483,9843.547
81.54901,S,81.54901,0.7827568,0,0.3666594,0,0,44.54103,44.6758,0,79.30674,105.5946,4.323663,2.10948153002345,0.0626168256884476,-2.10855198149127,862.49374799497,-860.651428103165,56.343450788099,-86.25442,-86.25442,8169.877,9844.11
81.55901,S,81.55901,0.7827309,0,0.366658,0,0,44.54103,44.68949,0,79.30674,105.5946,4.323663,2.10965921153595,0.0724971514334266,-2.10841318338046,862.491647251439,-860.650703131667,56.3223666567365,-86.25581,-86.25581,8161.271,9844.674
81.56902,S,81.56902,0.7827048,0,0.3666567,0,0,44.54103,44.70318,0,79.30674,105.5946,4.323663,2.1098846386523,0.0823955846119927,-2.10827516137182,862.489448743806,-860.649879175839,56.301283905594,-86.2572,-86.2572,8152.664,9845.237
81.57902,S,81.57902,0.7826787,0,0.3666553,0,0,44.54103,44.71686,0,79.30674,105.5946,4.323663,2.11015536291902,0.0922840012220194,-2.10813645639327,862.487151824237,-860.648956335847,56.2802025415013,-86.2586,-86.2586,8144.058,9845.8
81.58902,S,81.58902,0.7826526,0,0.366654,0,0,44.54103,44.73051,0,79.30674,105.5946,4.323663,2.11046899792046,0.102141988806496,-2.10799582668136,862.484757293841,-860.647934915982,56.2591225837057,-86.25999,-86.25999,8135.451,9846.362
81.59902,S,81.59902,0.7826263,0,0.3666526,0,0,44.54103,44.74417,0,79.30674,105.5946,4.323663,2.11082898979045,0.112008416501993,-2.10785510383719,862.482265067656,-860.646814831842,56.2380440331385,-86.26138,-86.26138,8126.845,9846.925
81.60902,S,81.60902,0.7825999,0,0.3666513,0,0,44.54103,44.75782,0,79.30674,105.5946,4.323663,2.11123445212707,0.121868437474136,-2.10771416368442,862.479674960225,-860.645596147494,56.2169668919728,-86.26278,-86.26278,8118.238,9847.487
81.61903,S,81.61903,0.7825735,0,0.3666499,0,0,44.54103,44.77144,0,79.30674,105.5946,4.323663,2.11168184453407,0.131697449284362,-2.10757111253376,862.476987280518,-860.644279173031,56.1958911813185,-86.26417,-86.26417,8109.632,9848.05
81.62903,S,81.62903,0.782547,0,0.3666485,0,0,44.54103,44.78507,0,79.30674,105.5946,4.323663,2.1121775171777,0.141549001041653,-2.10742917897021,862.474201803151,-860.642863683052,56.1748168899998,-86.26556,-86.26556,8101.025,9848.611
81.63903,S,81.63903,0.7825204,0,0.3666472,0,0,44.54103,44.79869,0,79.30674,105.5946,4.323663,2.11271702156271,0.151389933781101,-2.10728600364321,862.471318881994,-860.641349783748,56.1537440304344,-86.26695,-86.26695,8092.419,9849.173
81.64903,S,81.64903,0.7824937,0,0.3666458,0,0,44.54103,44.81227,0,79.30674,105.5946,4.323663,2.11329794631432,0.161199133643364,-2.10714096567101,862.468338584691,-860.639737792448,56.1326726212487,-86.26833,-86.26833,8083.812,9849.734
81.65903,S,81.65903,0.7824669,0,0.3666444,0,0,44.54103,44.82587,0,79.30674,105.5946,4.323663,2.11392486612499,0.171014552024208,-2.10699605187516,862.465261096909,-860.638027646966,56.1116026612009,-86.26973,-86.26973,8075.206,9850.296
81.66904,S,81.66904,0.7824401,0,0.366643,0,0,44.54103,44.83946,0,79.30674,105.5946,4.323663,2.11459698868954,0.180829283554637,-2.10685101390297,862.462086176678,-860.636219354171,56.0905341515328,-86.27112,-86.27112,8066.6,9850.856
81.67904,S,81.67904,0.7824131,0,0.3666416,0,0,44.54103,44.85301,0,79.30674,105.5946,4.323663,2.11531038509868,0.190620213971987,-2.10670405119741,862.458814061045,-860.634313152074,56.0694671114917,-86.2725,-86.2725,8057.993,9851.417
81.68904,S,81.68904,0.7823861,0,0.3666402,0,0,44.54103,44.86657,0,79.30674,105.5946,4.323663,2.11606923490936,0.200416800233849,-2.10655693327142,862.45544494102,-860.632308984116,56.0484015426298,-86.2739,-86.2739,8049.387,9851.978
81.69904,S,81.69904,0.7823589,0,0.3666388,0,0,44.54103,44.8801,0,79.30674,105.5946,4.323663,2.1168699687928,0.210189331209173,-2.10640900819918,862.451978808103,-860.630207090851,56.0273374530186,-86.27528,-86.27528,8040.78,9852.538
81.70905,S,81.70905,0.7823317,0,0.3666373,0,0,44.54103,44.89363,0,79.30674,105.5946,4.323663,2.11771576859237,0.219972995370023,-2.10626018284843,862.448415798461,-860.628007360946,56.0062748516609,-86.27666,-86.27666,8032.174,9853.099
81.71905,S,81.71905,0.7823045,0,0.3666359,0,0,44.54103,44.90717,0,79.30674,105.5946,4.323663,2.11860575941802,0.229746562441734,-2.10611179211489,862.444755764492,-860.625709895373,55.9852137342105,-86.27805,-86.27805,8023.567,9853.658
81.72905,S,81.72905,0.782277,0,0.3666345,0,0,44.54103,44.92066,0,79.30674,105.5946,4.323663,2.11953538406641,0.239494634557395,-2.10596119725121,862.440998960154,-860.623314949081,55.9641541227087,-86.27944,-86.27944,8014.961,9854.218
81.73905,S,81.73905,0.7822496,0,0.3666331,0,0,44.54103,44.93417,0,79.30674,105.5946,4.323663,2.12051101687622,0.249252318698344,-2.10581106804882,862.437145536522,-860.62082242595,55.9430960124989,-86.28082,-86.28082,8006.354,9854.777
81.74905,S,81.74905,0.782222,0,0.3666317,0,0,44.54103,44.94767,0,79.30674,105.5946,4.323663,2.12152970685307,0.259005982630089,-2.10566003856793,862.433195285633,-860.618232366182,55.9220394125839,-86.28221,-86.28221,7997.749,9855.337
81.75906,S,81.75906,0.7821944,0,0.3666302,0,0,44.54103,44.96113,0,79.30674,105.5946,4.323663,2.12258629446452,0.268723340502655,-2.10550714644185,862.429148816591,-860.615545132837,55.9009843415901,-86.28359,-86.28359,7989.143,9855.896
81.76906,S,81.76906,0.7821667,0,0.3666288,0,0,44.54103,44.97461,0,79.30674,105.5946,4.323663,2.12369020601593,0.278459627506973,-2.10535515459427,862.425005692608,-860.612760536624,55.8799307905147,-86.28497,-86.28497,7980.537,9856.455
81.77906,S,81.77906,0.7821389,0,0.3666274,0,0,44.54103,44.98804,0,79.30674,105.5946,4.323663,2.12483223352797,0.288167350071187,-2.1052010827929,862.420766198281,-860.609878863188,55.8588787801573,-86.28636,-86.28636,7971.931,9857.014
81.78906,S,81.78906,0.782111,0,0.3666259,0,0,44.54103,45.0015,0,79.30674,105.5946,4.323663,2.12601990299891,0.297888534127416,-2.10504704203562,862.416430445813,-860.606899977913,55.8378283102075,-86.28774,-86.28774,7963.325,9857.572
81.79906,S,81.79906,0.782083,0,0.3666245,0,0,44.54103,45.01495,0,79.30674,105.5946,4.323663,2.12724965561873,0.307598033965583,-2.10489300127833,862.411998304184,-860.603823997642,55.8167793806652,-86.28912,-86.28912,7954.719,9858.131
81.80907,S,81.80907,0.782055,0,0.366623,0,0,44.54103,45.02835,0,79.30674,105.5946,4.323663,2.12851722766136,0.317282194068133,-2.10473694265543,862.407470025814,-860.600651175772,55.7957320117091,-86.2905,-86.2905,7946.113,9858.688
81.81907,S,81.81907,0.7820268,0,0.3666216,0,0,44.54103,45.04177,0,79.30674,105.5946,4.323663,2.1298299042736,0.326976571555657,-2.10458113238521,862.402845755008,-860.59738141013,55.7746862008557,-86.29189,-86.29189,7937.507,9859.246
81.82907,S,81.82907,0.7819986,0,0.3666201,0,0,44.54103,45.05516,0,79.30674,105.5946,4.323663,2.13117898135756,0.336641429997416,-2.10442305589668,862.398125785617,-860.594014995905,55.7536419707671,-86.29327,-86.29327,7928.901,9859.804
81.83907,S,81.83907,0.7819703,0,0.3666186,0,0,44.54103,45.06856,0,79.30674,105.5946,4.323663,2.13257465726973,0.34632303672385,-2.10426591073074,862.393309703263,-860.590551765615,55.7325993121301,-86.29465,-86.29465,7920.295,9860.361
81.84908,S,81.84908,0.7819419,0,0.3666172,0,0,44.54103,45.08195,0,79.30674,105.5946,4.323663,2.13401340683652,0.356004581362111,-2.10410882765298,862.388397508123,-860.586991719881,55.7115582243239,-86.29603,-86.29603,7911.689,9860.919
81.85908,S,81.85908,0.7819134,0,0.3666157,0,0,44.54103,45.0953,0,79.30674,105.5946,4.323663,2.13548487021402,0.365643044569312,-2.10394885747517,862.383389629666,-860.583335289517,55.6905187362194,-86.29741,-86.29741,7903.083,9861.476
81.86908,S,81.86908,0.7818848,0,0.3666142,0,0,44.54103,45.10866,0,79.30674,105.5946,4.323663,2.1370021719745,0.375297025939259,-2.10378953922318,862.378286158849,-860.579582319342,55.6694808412974,-86.29878,-86.29878,7894.477,9862.032
81.87908,S,81.87908,0.7818561,0,0.3666127,0,0,44.54103,45.12202,0,79.30674,105.5946,4.323663,2.13856013959365,0.384944969234379,-2.10362944486902,862.373087155207,-860.575732869736,55.6484445473189,-86.30016,-86.30016,7885.871,9862.589
81.88908,S,81.88908,0.7818274,0,0.3666112,0,0,44.54103,45.13534,0,79.30674,105.5946,4.323663,2.14015502987397,0.39457080525939,-2.10346795353098,862.367792592571,-860.571787161772,55.6274098682538,-86.30154,-86.30154,7877.265,9863.146
81.89909,S,81.89909,0.7817986,0,0.3666097,0,0,44.54103,45.14867,0,79.30674,105.5946,4.323663,2.14179247431139,0.404197343656858,-2.10330680367788,862.362402463492,-860.567745188426,55.6063768006871,-86.30292,-86.30292,7868.66,9863.702
81.90909,S,81.90909,0.7817698,0,0.3666082,0,0,44.54103,45.162,0,79.30674,105.5946,4.323663,2.14347095135159,0.41382347072018,-2.10314475354627,862.356917017521,-860.563606953811,55.5853453536217,-86.3043,-86.3043,7860.054,9864.258
81.91909,S,81.91909,0.7817407,0,0.3666067,0,0,44.54103,45.17529,0,79.30674,105.5946,4.323663,2.14518368106511,0.423419516063669,-2.10298096494582,862.351336308346,-860.559372758745,55.5643155444423,-86.30568,-86.30568,7851.449,9864.813
81.92909,S,81.92909,0.7817117,0,0.3666052,0,0,44.54103,45.18858,0,79.30674,105.5946,4.323663,2.14694145518014,0.433030687638313,-2.10281764200667,862.345660430286,-860.555042451966,55.5432873684922,-86.30705,-86.30705,7842.843,9865.369
81.93909,S,81.93909,0.7816825,0,0.3666037,0,0,44.54103,45.20187,0,79.30674,105.5946,4.323663,2.14873667585447,0.442625848225337,-2.10265348087718,862.339889296794,-860.550616193583,55.5222608341534,-86.30842,-86.30842,7834.238,9865.925
81.9491,S,81.9491,0.7816533,0,0.3666022,0,0,44.54103,45.21513,0,79.30674,105.5946,4.323663,2.15056736157538,0.452200069576007,-2.10248782963154,862.334023116395,-860.546094192988,55.501235956327,-86.3098,-86.3098,7825.632,9866.479
81.9591,S,81.9591,0.781624,0,0.3666007,0,0,44.54103,45.22839,0,79.30674,105.5946,4.323663,2.15243989705445,0.461779040671913,-2.1023219610773,862.328062086684,-860.541476402684,55.4802127371861,-86.31117,-86.31117,7817.027,9867.034
81.9691,S,81.9691,0.7815945,0,0.3665992,0,0,44.54103,45.24162,0,79.30674,105.5946,4.323663,2.15434875526444,0.4713420007802,-2.10215491284776,862.322006121397,-860.536762982782,55.4591911885275,-86.31255,-86.31255,7808.421,9867.589
81.9791,S,81.9791,0.7815651,0,0.3665977,0,0,44.54103,45.25487,0,79.30674,105.5946,4.323663,2.15630053977457,0.480914111132987,-2.10198801983866,862.315855374034,-860.531953841778,55.4381713087989,-86.31392,-86.31392,7799.816,9868.144
81.98911,S,81.98911,0.7815355,0,0.3665961,0,0,44.54103,45.26807,0,79.30674,105.5946,4.323663,2.158285476959,0.490458460311408,-2.10181985402201,862.30960987577,-860.527049257284,55.4171531107285,-86.31529,-86.31529,7791.21,9868.698
81.99911,S,81.99911,0.7815059,0,0.3665946,0,0,44.54103,45.2813,0,79.30674,105.5946,4.323663,2.16031098805234,0.500006356276714,-2.10165106732363,862.303269835848,-860.522049193833,55.396136600525,-86.31667,-86.31667,7782.605,9869.252
82.00911,S,82.00911,0.781476,0,0.366593,0,0,44.54103,45.29452,0,79.30674,105.5946,4.323663,2.16237696935119,0.50955277764791,-2.10148283941881,862.296835023304,-860.51695366617,55.3751217726005,-86.31804,-86.31804,7774,9869.806
82.01911,S,82.01911,0.7814463,0,0.3665915,0,0,44.54103,45.30769,0,79.30674,105.5946,4.323663,2.16447354655131,0.519070436672951,-2.10131187963438,862.290305724741,-860.511762961919,55.3541086542738,-86.3194,-86.3194,7765.396,9870.359
82.02911,S,82.02911,0.7814164,0,0.3665899,0,0,44.54103,45.32085,0,79.30674,105.5946,4.323663,2.1666068220082,0.528578487553215,-2.10114014374778,862.283682280405,-860.506477177162,55.333097253306,-86.32078,-86.32078,7756.791,9870.913
82.03912,S,82.03912,0.7813864,0,0.3665884,0,0,44.54103,45.33403,0,79.30674,105.5946,4.323663,2.16878386051724,0.538097380580694,-2.10096992902142,862.276964581397,-860.501096203476,55.3120875544854,-86.32215,-86.32215,7748.186,9871.467
82.04912,S,82.04912,0.7813563,0,0.3665868,0,0,44.54103,45.3472,0,79.30674,105.5946,4.323663,2.17099755237232,0.54761067791158,-2.10079816209074,862.270152438252,-860.495620096819,55.2910795733341,-86.32352,-86.32352,7739.581,9872.02
82.05912,S,82.05912,0.7813262,0,0.3665853,0,0,44.54103,45.36033,0,79.30674,105.5946,4.323663,2.17324163893652,0.557094335900866,-2.10062493608799,862.263246146326,-860.490049153584,55.2700733244428,-86.32489,-86.32489,7730.976,9872.572
82.06912,S,82.06912,0.781296,0,0.3665837,0,0,44.54103,45.37348,0,79.30674,105.5946,4.323663,2.17552903299443,0.566594260991485,-2.10045174112932,862.256245787288,-860.484383211101,55.249068807501,-86.32626,-86.32626,7722.371,9873.125
82.07912,S,82.07912,0.7812656,0,0.3665821,0,0,44.54103,45.38659,0,79.30674,105.5946,4.323663,2.17784619426621,0.576064748527067,-2.10027699396633,862.249151409873,-860.478622563744,55.2280660380308,-86.32762,-86.32762,7713.766,9873.678
82.08913,S,82.08913,0.7812352,0,0.3665805,0,0,44.54103,45.39971,0,79.30674,105.5946,4.323663,2.18020507063211,0.585544161237522,-2.10010289872916,862.241963168836,-860.472767122262,55.2070650095129,-86.32899,-86.32899,7705.161,9874.229
82.09913,S,82.09913,0.7812048,0,0.366579,0,0,44.54103,45.41282,0,79.30674,105.5946,4.323663,2.18260144726069,0.595021819957088,-2.09992812052208,862.234680836833,-860.466816904196,55.186065728777,-86.33036,-86.33036,7696.557,9874.781
82.10913,S,82.10913,0.7811742,0,0.3665774,0,0,44.54103,45.42591,0,79.30674,105.5946,4.323663,2.18502427140577,0.604463583951623,-2.09975113818487,862.227305015716,-860.460772268492,55.1650682178645,-86.33173,-86.33173,7687.952,9875.333
82.11913,S,82.11913,0.7811436,0,0.3665758,0,0,44.54103,45.439,0,79.30674,105.5946,4.323663,2.18749072813332,0.613922887855038,-2.09957480777346,862.21983528578,-860.454633039751,55.1440724702561,-86.33309,-86.33309,7679.348,9875.885
82.12914,S,82.12914,0.7811128,0,0.3665742,0,0,44.54103,45.45206,0,79.30674,105.5946,4.323663,2.18998511766103,0.623354228797525,-2.09939618009966,862.212271925663,-860.448399497602,55.1230785089244,-86.33446,-86.33446,7670.743,9876.437
82.13914,S,82.13914,0.781082,0,0.3665726,0,0,44.54103,45.46512,0,79.30674,105.5946,4.323663,2.19252175119013,0.632796310993947,-2.09921901149792,862.204615071544,-860.442071534634,55.1020863192786,-86.33582,-86.33582,7662.139,9876.987
82.14914,S,82.14914,0.7810512,0,0.366571,0,0,44.54103,45.47815,0,79.30674,105.5946,4.323663,2.19508596107899,0.642211408118165,-2.0990395145897,862.196864992033,-860.435649420696,55.0810959246019,-86.33719,-86.33719,7653.534,9877.538
82.15914,S,82.15914,0.7810202,0,0.3665694,0,0,44.54103,45.4912,0,79.30674,105.5946,4.323663,2.19769243765617,0.651640459559272,-2.09886082482772,862.189021303572,-860.429133016246,55.0601073168228,-86.33855,-86.33855,7644.93,9878.089
82.16914,S,82.16914,0.7809891,0,0.3665678,0,0,44.54103,45.50421,0,79.30674,105.5946,4.323663,2.20032378147971,0.661035409071343,-2.09867980675925,862.18108434607,-860.422522662303,55.0391205192243,-86.33991,-86.33991,7636.326,9878.64
82.17915,S,82.17915,0.780958,0,0.3665662,0,0,44.54103,45.51721,0,79.30674,105.5946,4.323663,2.20298977850341,0.670424987956446,-2.09849810572088,862.173054416134,-860.415818412573,55.0181355386361,-86.34129,-86.34129,7627.722,9879.189
82.18915,S,82.18915,0.7809267,0,0.3665645,0,0,44.54103,45.53022,0,79.30674,105.5946,4.323663,2.20569631961868,0.679825106308922,-2.09831696347607,862.164931407902,-860.409020161662,54.9971523694704,-86.34264,-86.34264,7619.118,9879.739
82.19915,S,82.19915,0.7808955,0,0.3665629,0,0,44.54103,45.54323,0,79.30674,105.5946,4.323663,2.20843658872549,0.689217750797569,-2.09813513826136,862.156714908777,-860.402127984308,54.9761710185568,-86.34401,-86.34401,7610.514,9880.289
82.20915,S,82.20915,0.7808641,0,0.3665613,0,0,44.54103,45.55622,0,79.30674,105.5946,4.323663,2.21121081207202,0.698602936944431,-2.09795309573804,862.148405722521,-860.395141955095,54.9551914880683,-86.34537,-86.34537,7601.91,9880.839
82.21915,S,82.21915,0.7808326,0,0.3665597,0,0,44.54103,45.56918,0,79.30674,105.5946,4.323663,2.214011403599,0.707963155884714,-2.09776897326092,862.14000361121,-860.388062323694,54.9342137988046,-86.34673,-86.34673,7593.306,9881.389
82.22916,S,82.22916,0.7808011,0,0.366558,0,0,44.54103,45.58212,0,79.30674,105.5946,4.323663,2.21684408808181,0.717313844290437,-2.09758398154938,862.131508669544,-860.380889185411,54.913237959458,-86.34809,-86.34809,7584.702,9881.938
82.23916,S,82.23916,0.7807695,0,0.3665564,0,0,44.54103,45.59509,0,79.30674,105.5946,4.323663,2.21971662498059,0.726675056641488,-2.09739964176366,862.122921034975,-860.373622435007,54.8922639635092,-86.34945,-86.34945,7576.098,9882.486
82.24916,S,82.24916,0.7807378,0,0.3665548,0,0,44.54103,45.60801,0,79.30674,105.5946,4.323663,2.22261675731981,0.736015772134418,-2.09721387394996,862.114240668578,-860.36626227745,54.8712918252385,-86.35081,-86.35081,7567.495,9883.035
82.25916,S,82.25916,0.780706,0,0.3665531,0,0,44.54103,45.62094,0,79.30674,105.5946,4.323663,2.22555518418297,0.745364923857859,-2.09702813718034,862.105467728457,-860.358808628378,54.8503215443354,-86.35217,-86.35217,7558.891,9883.584
82.26917,S,82.26917,0.7806741,0,0.3665515,0,0,44.54103,45.63384,0,79.30674,105.5946,4.323663,2.2285160151386,0.754682278675686,-2.09684007210424,862.096602288645,-860.35126180576,54.829353144083,-86.35353,-86.35353,7550.288,9884.133
82.27917,S,82.27917,0.7806422,0,0.3665498,0,0,44.54103,45.64676,0,79.30674,105.5946,4.323663,2.23151567454397,0.764008030918917,-2.09665303148299,862.087644507454,-860.343621725622,54.8083866142368,-86.35489,-86.35489,7541.684,9884.681
82.28917,S,82.28917,0.7806101,0,0.3665482,0,0,44.54103,45.65967,0,79.30674,105.5946,4.323663,2.23455070781349,0.773335040447651,-2.09646602190582,862.078594129224,-860.33588837539,54.7874219544863,-86.35624,-86.35624,7533.081,9885.229
82.29917,S,82.29917,0.780578,0,0.3665465,0,0,44.54103,45.67253,0,79.30674,105.5946,4.323663,2.23760655004469,0.78263009785034,-2.09627603209636,862.069451714771,-860.328062074586,54.7664591946339,-86.3576,-86.3576,7524.477,9885.776
82.30917,S,82.30917,0.7805459,0,0.3665448,0,0,44.54103,45.68539,0,79.30674,105.5946,4.323663,2.24069287197495,0.791914452804203,-2.09608588706646,862.060217127973,-860.320142930235,54.7454983362318,-86.35896,-86.35896,7515.874,9886.324
82.31918,S,82.31918,0.7805135,0,0.3665431,0,0,44.54103,45.69827,0,79.30674,105.5946,4.323663,2.24381884352043,0.8012128862513,-2.09589620769785,862.050890470091,-860.312130801552,54.7245393746233,-86.36031,-86.36031,7507.271,9886.871
82.32918,S,82.32918,0.7804812,0,0.3665414,0,0,44.54103,45.71109,0,79.30674,105.5946,4.323663,2.24696795699905,0.810485227143682,-2.09570482090449,862.041471758775,-860.304025949462,54.7035823268827,-86.36167,-86.36167,7498.668,9887.418
82.33918,S,82.33918,0.7804488,0,0.3665398,0,0,44.54103,45.72391,0,79.30674,105.5946,4.323663,2.25014701434343,0.819750583116599,-2.09551200608315,862.031961305316,-860.295828443814,54.6826272072902,-86.36302,-86.36302,7490.065,9887.965
82.34918,S,82.34918,0.7804163,0,0.3665381,0,0,44.54103,45.73676,0,79.30674,105.5946,4.323663,2.25336388063197,0.82902306370737,-2.09532086764248,862.022358796045,-860.287538213362,54.6616739990821,-86.36438,-86.36438,7481.462,9888.512
82.35918,S,82.35918,0.7803836,0,0.3665364,0,0,44.54103,45.74958,0,79.30674,105.5946,4.323663,2.2566105827482,0.838289319958796,-2.09512823908566,862.012664534485,-860.27915532035,54.6407227171595,-86.36573,-86.36573,7472.859,9889.059
82.36919,S,82.36919,0.780351,0,0.3665347,0,0,44.54103,45.76237,0,79.30674,105.5946,4.323663,2.25987886050302,0.847528179803872,-2.09493399623634,862.002878551664,-860.270680038741,54.6197733776654,-86.36709,-86.36709,7464.256,9889.604
82.37919,S,82.37919,0.7803183,0,0.366533,0,0,44.54103,45.77518,0,79.30674,105.5946,4.323663,2.26318826660268,0.85678582132129,-2.09474083993005,861.993000901367,-860.262112180719,54.5988259697343,-86.36844,-86.36844,7455.654,9890.15
82.38919,S,82.38919,0.7802855,0,0.3665313,0,0,44.54103,45.78795,0,79.30674,105.5946,4.323663,2.26651375815468,0.866005883971982,-2.09454492070005,861.983031716428,-860.253452122073,54.5778805209955,-86.3698,-86.3698,7447.051,9890.696
82.39919,S,82.39919,0.7802526,0,0.3665296,0,0,44.54103,45.8007,0,79.30674,105.5946,4.323663,2.26987243987628,0.875227560915172,-2.09434897042598,861.972971221782,-860.24469984666,54.5569370317594,-86.37115,-86.37115,7438.449,9891.242
82.40919,S,82.40919,0.7802195,0,0.3665279,0,0,44.54103,45.81345,0,79.30674,105.5946,4.323663,2.27325555410664,0.88443087528119,-2.09415205778521,861.962819358666,-860.235855538105,54.5359955116496,-86.3725,-86.3725,7429.846,9891.788
82.4192,S,82.4192,0.7801864,0,0.3665262,0,0,44.54103,45.82621,0,79.30674,105.5946,4.323663,2.27667707092867,0.893648625147436,-2.0939557349821,861.952576223884,-860.226919052053,54.5150559547678,-86.37385,-86.37385,7421.244,9892.333
82.4292,S,82.4292,0.7801534,0,0.3665245,0,0,44.54103,45.83897,0,79.30674,105.5946,4.323663,2.28012901805647,0.902862975686209,-2.09375900860586,861.942241609522,-860.217890422498,54.4941183651497,-86.3752,-86.3752,7412.642,9892.878
82.4392,S,82.4392,0.7801201,0,0.3665228,0,0,44.54103,45.85168,0,79.30674,105.5946,4.323663,2.28359792096963,0.912045055897051,-2.09355995392312,861.931816078327,-860.208769972143,54.4731827660784,-86.37656,-86.37656,7404.04,9893.423
82.4492,S,82.4492,0.7800868,0,0.366521,0,0,44.54103,45.86438,0,79.30674,105.5946,4.323663,2.28709584215694,0.921220818636287,-2.09336083715222,861.921299451691,-860.199557764163,54.4522491581748,-86.37791,-86.37791,7395.438,9893.968
82.45921,S,82.45921,0.7800534,0,0.3665193,0,0,44.54103,45.87708,0,79.30674,105.5946,4.323663,2.29062214421582,0.930392840563097,-2.09316004400065,861.910692007459,-860.190253835965,54.4313175582026,-86.37925,-86.37925,7386.836,9894.512
82.46921,S,82.46921,0.7800199,0,0.3665175,0,0,44.54103,45.88978,0,79.30674,105.5946,4.323663,2.29418292312247,0.939568758522766,-2.092961020362,861.89999370609,-860.18085814859,54.4103879484668,-86.3806,-86.3806,7378.234,9895.056
82.47921,S,82.47921,0.7799864,0,0.3665158,0,0,44.54103,45.90247,0,79.30674,105.5946,4.323663,2.29777275671109,0.948741742816259,-2.09276103435668,861.889204335474,-860.171370731374,54.389460338591,-86.38195,-86.38195,7369.632,9895.6
82.48921,S,82.48921,0.7799527,0,0.3665141,0,0,44.54103,45.91513,0,79.30674,105.5946,4.323663,2.30137974041401,0.95788584058725,-2.09255906152981,861.87832418351,-860.161791873182,54.3685347484434,-86.38329,-86.38329,7361.031,9896.144
82.49921,S,82.49921,0.779919,0,0.3665123,0,0,44.54103,45.92778,0,79.30674,105.5946,4.323663,2.30501239677874,0.967020563044114,-2.09235594007175,861.867353583924,-860.152121667768,54.3476111895104,-86.38464,-86.38464,7352.429,9896.688
82.50922,S,82.50922,0.7798853,0,0.3665106,0,0,44.54103,45.94041,0,79.30674,105.5946,4.323663,2.30867253491934,0.976148409235814,-2.09215275652551,861.856292604683,-860.142360183894,54.3266896624128,-86.38599,-86.38599,7343.828,9897.23
82.51922,S,82.51922,0.7798514,0,0.3665088,0,0,44.54103,45.95307,0,79.30674,105.5946,4.323663,2.31236676702606,0.985286251623373,-2.09194910731798,861.845140905001,-860.132507321598,54.3057701718072,-86.38734,-86.38734,7335.226,9897.773
82.52922,S,82.52922,0.7798175,0,0.3665071,0,0,44.54103,45.96569,0,79.30674,105.5946,4.323663,2.31608304459678,0.994405871132147,-2.09174511662549,861.833898666356,-860.122563263109,54.2848527211085,-86.38869,-86.38869,7326.625,9898.316
82.53922,S,82.53922,0.7797835,0,0.3665053,0,0,44.54103,45.97832,0,79.30674,105.5946,4.323663,2.31983110763555,1.00353000755551,-2.09154103280075,861.822566323662,-860.112527963258,54.263937311248,-86.39003,-86.39003,7318.024,9898.859
82.54922,S,82.54922,0.7797494,0,0.3665035,0,0,44.54103,45.99091,0,79.30674,105.5946,4.323663,2.3235959280994,1.01262819112255,-2.09133502424264,861.811143414709,-860.102401681573,54.243023961473,-86.39137,-86.39137,7309.423,9899.402
82.55923,S,82.55923,0.7797152,0,0.3665017,0,0,44.54103,46.00349,0,79.30674,105.5946,4.323663,2.32738476251852,1.02171547821522,-2.09112823958236,861.799630768163,-860.092184527019,54.2221126795446,-86.39272,-86.39272,7300.822,9899.944
82.56923,S,82.56923,0.7796809,0,0.3665,0,0,44.54103,46.01608,0,79.30674,105.5946,4.323663,2.33120819530375,1.03081333581934,-2.09092216893608,861.788027557843,-860.081876393891,54.2012034583226,-86.39407,-86.39407,7292.221,9900.486
82.57923,S,82.57923,0.7796466,0,0.3664982,0,0,44.54103,46.02864,0,79.30674,105.5946,4.323663,2.33504674286301,1.03988348657626,-2.09071414251235,861.776334779651,-860.071477559258,54.1802963173648,-86.39541,-86.39541,7283.621,9901.028
